profile_id,item_id,raw_answer
sensitivity_20,Q16,5
sensitivity_20,Q17,2
sensitivity_20,Q18,2
sensitivity_20,Q19,1
sensitivity_20,Q20,4
sensitivity_20,Q21,1
sensitivity_20,Q22,4
sensitivity_20,Q23,5
sensitivity_20,Q24,5
sensitivity_20,Q25,2
sensitivity_20,Q26,5
sensitivity_20,Q27,2
sensitivity_20,Q28,2
sensitivity_20,Q29,5
sensitivity_20,Q30,5
sensitivity_20,Q31,1
sensitivity_20,Q32,4
sensitivity_20,Q33,5
sensitivity_20,Q34,5
sensitivity_20,Q35,1
sensitivity_20,Q36,5
sensitivity_20,Q37,3
sensitivity_20,Q38,2
sensitivity_20,Q39,5
sensitivity_20,Q40,1
sensitivity_20,Q41,1
sensitivity_20,Q42,2
sensitivity_20,Q43,5
sensitivity_20,Q44,4
sensitivity_20,Q45,2
sensitivity_20,Q46,5
sensitivity_20,Q47,2
sensitivity_20,Q48,5
sensitivity_20,Q49,4
sensitivity_20,Q50,1
sensitivity_21,Q01,2
sensitivity_21,Q02,2
sensitivity_21,Q03,3
sensitivity_21,Q04,5
sensitivity_21,Q05,4
sensitivity_21,Q06,4
sensitivity_21,Q07,5
sensitivity_21,Q08,4
sensitivity_21,Q09,1
sensitivity_21,Q10,3
sensitivity_21,Q11,1
sensitivity_21,Q12,2
sensitivity_21,Q13,3
sensitivity_21,Q14,5
sensitivity_21,Q15,3
sensitivity_21,Q16,4
sensitivity_21,Q17,5
sensitivity_21,Q18,2
sensitivity_21,Q19,1
sensitivity_21,Q20,3
sensitivity_21,Q21,3
sensitivity_21,Q22,2
sensitivity_21,Q23,3
sensitivity_21,Q24,5
sensitivity_21,Q25,4
sensitivity_21,Q26,3
sensitivity_21,Q27,5
sensitivity_21,Q28,2
sensitivity_21,Q29,5
sensitivity_21,Q30,3
sensitivity_21,Q31,2
sensitivity_21,Q32,3
sensitivity_21,Q33,3
sensitivity_21,Q34,5
sensitivity_21,Q35,4
sensitivity_21,Q36,4
sensitivity_21,Q37,3
sensitivity_21,Q38,3
sensitivity_21,Q39,5
sensitivity_21,Q40,4
sensitivity_21,Q41,1
sensitivity_21,Q42,3
sensitivity_21,Q43,4
sensitivity_21,Q44,5
sensitivity_21,Q45,4
sensitivity_21,Q46,4
sensitivity_21,Q47,4
sensitivity_21,Q48,2
sensitivity_21,Q49,5
sensitivity_21,Q50,3
sensitivity_22,Q01,5
sensitivity_22,Q02,1
sensitivity_22,Q03,4
sensitivity_22,Q04,1
sensitivity_22,Q05,2
sensitivity_22,Q06,1
sensitivity_22,Q07,4
sensitivity_22,Q08,2
sensitivity_22,Q09,3
sensitivity_22,Q10,4
sensitivity_22,Q11,5
sensitivity_22,Q12,2
sensitivity_22,Q13,4
sensitivity_22,Q14,2
sensitivity_22,Q15,2
sensitivity_22,Q16,1
sensitivity_22,Q17,3
sensitivity_22,Q18,2
sensitivity_22,Q19,3
sensitivity_22,Q20,4
sensitivity_22,Q21,5
sensitivity_22,Q22,3
sensitivity_22,Q23,4
sensitivity_22,Q24,2
sensitivity_22,Q25,2
sensitivity_22,Q26,1
sensitivity_22,Q27,4
sensitivity_22,Q28,1
sensitivity_22,Q29,2
sensitivity_22,Q30,4
sensitivity_22,Q31,4
sensitivity_22,Q32,2
sensitivity_22,Q33,4
sensitivity_22,Q34,1
sensitivity_22,Q35,1
sensitivity_22,Q36,1
sensitivity_22,Q37,5
sensitivity_22,Q38,2
sensitivity_22,Q39,2
sensitivity_22,Q40,3
sensitivity_22,Q41,4
sensitivity_22,Q42,5
sensitivity_22,Q43,5
sensitivity_22,Q44,1
sensitivity_22,Q45,2
sensitivity_22,Q46,1
sensitivity_22,Q47,4
sensitivity_22,Q48,4
sensitivity_22,Q49,3
sensitivity_22,Q50,2
sensitivity_23,Q01,1
sensitivity_23,Q02,3
sensitivity_23,Q03,1
sensitivity_23,Q04,3
sensitivity_23,Q05,3
sensitivity_23,Q06,4
sensitivity_23,Q07,4
sensitivity_23,Q08,5
sensitivity_23,Q09,3
sensitivity_23,Q10,3
sensitivity_23,Q11,1
sensitivity_23,Q12,1
sensitivity_23,Q13,1
sensitivity_23,Q14,3
sensitivity_23,Q15,2
sensitivity_23,Q16,5
sensitivity_23,Q17,4
sensitivity_23,Q18,4
sensitivity_23,Q19,3
sensitivity_23,Q20,2
sensitivity_23,Q21,1
sensitivity_23,Q22,2
sensitivity_23,Q23,1
sensitivity_23,Q24,3
sensitivity_23,Q25,3
sensitivity_23,Q26,5
sensitivity_23,Q27,3
sensitivity_23,Q28,5
sensitivity_23,Q29,4
sensitivity_23,Q30,3
sensitivity_23,Q31,1
sensitivity_23,Q32,2
sensitivity_23,Q33,2
sensitivity_23,Q34,2
sensitivity_23,Q35,3
sensitivity_23,Q36,5
sensitivity_23,Q37,4
sensitivity_23,Q38,5
sensitivity_23,Q39,3
sensitivity_23,Q40,3
sensitivity_23,Q41,1
sensitivity_23,Q42,3
sensitivity_23,Q43,2
sensitivity_23,Q44,3
sensitivity_23,Q45,4
sensitivity_23,Q46,5
sensitivity_23,Q47,4
sensitivity_23,Q48,1
sensitivity_23,Q49,3
sensitivity_23,Q50,4
sensitivity_24,Q01,3
sensitivity_24,Q02,3
sensitivity_24,Q03,2
sensitivity_24,Q04,4
sensitivity_24,Q05,5
sensitivity_24,Q06,3
sensitivity_24,Q07,3
sensitivity_24,Q08,5
sensitivity_24,Q09,2
sensitivity_24,Q10,1
sensitivity_24,Q11,4
sensitivity_24,Q12,3
sensitivity_24,Q13,1
sensitivity_24,Q14,4
sensitivity_24,Q15,5
sensitivity_24,Q16,3
sensitivity_24,Q17,3
sensitivity_24,Q18,5
sensitivity_24,Q19,2
sensitivity_24,Q20,2
sensitivity_24,Q21,2
sensitivity_24,Q22,2
sensitivity_24,Q23,1
sensitivity_24,Q24,4
sensitivity_24,Q25,4
sensitivity_24,Q26,3
sensitivity_24,Q27,2
sensitivity_24,Q28,5
sensitivity_24,Q29,4
sensitivity_24,Q30,1
sensitivity_24,Q31,2
sensitivity_24,Q32,3
sensitivity_24,Q33,1
sensitivity_24,Q34,4
sensitivity_24,Q35,5
sensitivity_24,Q36,4
sensitivity_24,Q37,3
sensitivity_24,Q38,5
sensitivity_24,Q39,5
sensitivity_24,Q40,5
sensitivity_24,Q41,4
sensitivity_24,Q42,2
sensitivity_24,Q43,1
sensitivity_24,Q44,4
sensitivity_24,Q45,5
sensitivity_24,Q46,4
sensitivity_24,Q47,3
sensitivity_24,Q48,2
sensitivity_24,Q49,3
sensitivity_24,Q50,5
sensitivity_25,Q01,5
sensitivity_25,Q02,3
sensitivity_25,Q03,4
sensitivity_25,Q04,1
sensitivity_25,Q05,5
sensitivity_25,Q06,1
sensitivity_25,Q07,3
sensitivity_25,Q08,1
sensitivity_25,Q09,4
sensitivity_25,Q10,1
sensitivity_25,Q11,5
sensitivity_25,Q12,3
sensitivity_25,Q13,5
sensitivity_25,Q14,2
sensitivity_25,Q15,5
sensitivity_25,Q16,1
sensitivity_25,Q17,3
sensitivity_25,Q18,2
sensitivity_25,Q19,4
sensitivity_25,Q20,1
sensitivity_25,Q21,5
sensitivity_25,Q22,4
sensitivity_25,Q23,4
sensitivity_25,Q24,2
sensitivity_25,Q25,5
sensitivity_25,Q26,1
sensitivity_25,Q27,4
sensitivity_25,Q28,1
sensitivity_25,Q29,2
sensitivity_25,Q30,1
sensitivity_25,Q31,5
sensitivity_25,Q32,2
sensitivity_25,Q33,5
sensitivity_25,Q34,1
sensitivity_25,Q35,5
sensitivity_25,Q36,1
sensitivity_25,Q37,3
sensitivity_25,Q38,1
sensitivity_25,Q39,2
sensitivity_25,Q40,5
sensitivity_25,Q41,5
sensitivity_25,Q42,3
sensitivity_25,Q43,5
sensitivity_25,Q44,2
sensitivity_25,Q45,5
sensitivity_25,Q46,1
sensitivity_25,Q47,3
sensitivity_25,Q48,5
sensitivity_25,Q49,2
sensitivity_25,Q50,5
sensitivity_26,Q01,1
sensitivity_26,Q02,1
sensitivity_26,Q03,4
sensitivity_26,Q04,1
sensitivity_26,Q05,4
sensitivity_26,Q06,5
sensitivity_26,Q07,5
sensitivity_26,Q08,1
sensitivity_26,Q09,5
sensitivity_26,Q10,3
sensitivity_26,Q11,2
sensitivity_26,Q12,2
sensitivity_26,Q13,5
sensitivity_26,Q14,1
sensitivity_26,Q15,4
sensitivity_26,Q16,4
sensitivity_26,Q17,5
sensitivity_26,Q18,1
sensitivity_26,Q19,5
sensitivity_26,Q20,3
sensitivity_26,Q21,1
sensitivity_26,Q22,1
sensitivity_26,Q23,5
sensitivity_26,Q24,1
sensitivity_26,Q25,4
sensitivity_26,Q26,5
sensitivity_26,Q27,5
sensitivity_26,Q28,1
sensitivity_26,Q29,1
sensitivity_26,Q30,3
sensitivity_26,Q31,2
sensitivity_26,Q32,1
sensitivity_26,Q33,5
sensitivity_26,Q34,2
sensitivity_26,Q35,3
sensitivity_26,Q36,4
sensitivity_26,Q37,5
sensitivity_26,Q38,2
sensitivity_26,Q39,1
sensitivity_26,Q40,5
sensitivity_26,Q41,2
sensitivity_26,Q42,5
sensitivity_26,Q43,5
sensitivity_26,Q44,1
sensitivity_26,Q45,4
sensitivity_26,Q46,4
sensitivity_26,Q47,5
sensitivity_26,Q48,5
sensitivity_26,Q49,1
sensitivity_26,Q50,5
sensitivity_27,Q01,2
sensitivity_27,Q02,4
sensitivity_27,Q03,5
sensitivity_27,Q04,5
sensitivity_27,Q05,3
sensitivity_27,Q06,4
sensitivity_27,Q07,1
sensitivity_27,Q08,3
sensitivity_27,Q09,1
sensitivity_27,Q10,3
sensitivity_27,Q11,2
sensitivity_27,Q12,3
sensitivity_27,Q13,4
sensitivity_27,Q14,5
sensitivity_27,Q15,2
sensitivity_27,Q16,4
sensitivity_27,Q17,3
sensitivity_27,Q18,2
sensitivity_27,Q19,1
sensitivity_27,Q20,3
sensitivity_27,Q21,1
sensitivity_27,Q22,3
sensitivity_27,Q23,4
sensitivity_27,Q24,4
sensitivity_27,Q25,4
sensitivity_27,Q26,4
sensitivity_27,Q27,1
sensitivity_27,Q28,2
sensitivity_27,Q29,5
sensitivity_27,Q30,4
sensitivity_27,Q31,3
sensitivity_27,Q32,4
sensitivity_27,Q33,4
sensitivity_27,Q34,5
sensitivity_27,Q35,3
sensitivity_27,Q36,5
sensitivity_27,Q37,2
sensitivity_27,Q38,2
sensitivity_27,Q39,5
sensitivity_27,Q40,3
sensitivity_27,Q41,2
sensitivity_27,Q42,3
sensitivity_27,Q43,5
sensitivity_27,Q44,5
sensitivity_27,Q45,4
sensitivity_27,Q46,4
sensitivity_27,Q47,2
sensitivity_27,Q48,4
sensitivity_27,Q49,5
sensitivity_27,Q50,4
sensitivity_28,Q01,4
sensitivity_28,Q02,5
sensitivity_28,Q03,5
sensitivity_28,Q04,2
sensitivity_28,Q05,4
sensitivity_28,Q06,3
sensitivity_28,Q07,2
sensitivity_28,Q08,1
sensitivity_28,Q09,3
sensitivity_28,Q10,1
sensitivity_28,Q11,3
sensitivity_28,Q12,4
sensitivity_28,Q13,5
sensitivity_28,Q14,2
sensitivity_28,Q15,4
sensitivity_28,Q16,3
sensitivity_28,Q17,1
sensitivity_28,Q18,1
sensitivity_28,Q19,4
sensitivity_28,Q20,1
sensitivity_28,Q21,4
sensitivity_28,Q22,5
sensitivity_28,Q23,5
sensitivity_28,Q24,2
sensitivity_28,Q25,4
sensitivity_28,Q26,3
sensitivity_28,Q27,1
sensitivity_28,Q28,1
sensitivity_28,Q29,2
sensitivity_28,Q30,2
sensitivity_28,Q31,2
sensitivity_28,Q32,4
sensitivity_28,Q33,5
sensitivity_28,Q34,2
sensitivity_28,Q35,4
sensitivity_28,Q36,3
sensitivity_28,Q37,1
sensitivity_28,Q38,1
sensitivity_28,Q39,2
sensitivity_28,Q40,4
sensitivity_28,Q41,3
sensitivity_28,Q42,1
sensitivity_28,Q43,5
sensitivity_28,Q44,2
sensitivity_28,Q45,3
sensitivity_28,Q46,3
sensitivity_28,Q47,1
sensitivity_28,Q48,5
sensitivity_28,Q49,3
sensitivity_28,Q50,5
sensitivity_29,Q01,2
sensitivity_29,Q02,3
sensitivity_29,Q03,1
sensitivity_29,Q04,2
sensitivity_29,Q05,1
sensitivity_29,Q06,3
sensitivity_29,Q07,3
sensitivity_29,Q08,4
sensitivity_29,Q09,5
sensitivity_29,Q10,5
sensitivity_29,Q11,1
sensitivity_29,Q12,3
sensitivity_29,Q13,2
sensitivity_29,Q14,1
sensitivity_29,Q15,1
sensitivity_29,Q16,5
sensitivity_29,Q17,3
sensitivity_29,Q18,3
sensitivity_29,Q19,4
sensitivity_29,Q20,5
sensitivity_29,Q21,1
sensitivity_29,Q22,2
sensitivity_29,Q23,2
sensitivity_29,Q24,1
sensitivity_29,Q25,1
sensitivity_29,Q26,4
sensitivity_29,Q27,3
sensitivity_29,Q28,4
sensitivity_29,Q29,1
sensitivity_29,Q30,5
sensitivity_29,Q31,2
sensitivity_29,Q32,4
sensitivity_29,Q33,1
sensitivity_29,Q34,1
sensitivity_29,Q35,1
sensitivity_29,Q36,4
sensitivity_29,Q37,4
sensitivity_29,Q38,5
sensitivity_29,Q39,2
sensitivity_29,Q40,1
sensitivity_29,Q41,2
sensitivity_29,Q42,3
sensitivity_29,Q43,2
sensitivity_29,Q44,1
sensitivity_29,Q45,1
sensitivity_29,Q46,4
sensitivity_29,Q47,3
sensitivity_29,Q48,2
sensitivity_29,Q49,2
sensitivity_29,Q50,1
sensitivity_30,Q01,3
sensitivity_30,Q02,5
sensitivity_30,Q03,4
sensitivity_30,Q04,1
sensitivity_30,Q05,1
sensitivity_30,Q06,3
sensitivity_30,Q07,1
sensitivity_30,Q08,1
sensitivity_30,Q09,5
sensitivity_30,Q10,5
sensitivity_30,Q11,4
sensitivity_30,Q12,5
sensitivity_30,Q13,5
sensitivity_30,Q14,1
sensitivity_30,Q15,1
sensitivity_30,Q16,3
sensitivity_30,Q17,1
sensitivity_30,Q18,2
sensitivity_30,Q19,5
sensitivity_30,Q20,5
sensitivity_30,Q21,3
sensitivity_30,Q22,4
sensitivity_30,Q23,5
sensitivity_30,Q24,1
sensitivity_30,Q25,1
sensitivity_30,Q26,2
sensitivity_30,Q27,1
sensitivity_30,Q28,1
sensitivity_30,Q29,1
sensitivity_30,Q30,5
sensitivity_30,Q31,3
sensitivity_30,Q32,5
sensitivity_30,Q33,5
sensitivity_30,Q34,1
sensitivity_30,Q35,1
sensitivity_30,Q36,2
sensitivity_30,Q37,1
sensitivity_30,Q38,1
sensitivity_30,Q39,1
sensitivity_30,Q40,1
sensitivity_30,Q41,3
sensitivity_30,Q42,1
sensitivity_30,Q43,5
sensitivity_30,Q44,1
sensitivity_30,Q45,1
sensitivity_30,Q46,3
sensitivity_30,Q47,1
sensitivity_30,Q48,5
sensitivity_30,Q49,2
sensitivity_30,Q50,1
